"Model Name","Model Family","Company / Provider","Official Website","Official Logo URL","Category / Task","Context Window","Open Weights Status","LLM Description","Quality Score","Last Verified Date"
"bert-large-uncased","bert-large-uncased","google-bert","https://www.googlebert.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The bert-large-uncased by google-bert is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"bert-portuguese-ner","bert-portuguese-ner","lfcc","https://www.lfcc.com","N/A","token-classification","N/A","Open-Source (Permissive)","The bert-portuguese-ner by lfcc is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"Ternary-Bonsai-27B-mlx-2bit","Ternary-Bonsai-27B-mlx-2bit","prism-ml","https://www.prismml.com","N/A","text-generation","N/A","Open-Source (Permissive)","The Ternary-Bonsai-27B-mlx-2bit by prism-ml is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"resnet18.a3_in1k","resnet18.a3_in1k","timm","https://www.timm.com","N/A","image-classification","N/A","Open-Source (Permissive)","The resnet18.a3_in1k by timm is an advanced AI model. It features robust architecture and broad utility for developer applications.",72,"2026-09-16"
"Llama-3.1-8B-Instruct-4bit","Llama-3.1-8B-Instruct-4bit","mlx-community","https://www.mlxcommunity.com","https://icon.horse/icon/mlxcommunity.com","text-generation","N/A","Open-Weight (Restrictive Commercial)","The Llama-3.1-8B-Instruct-4bit by mlx-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",65,"2026-09-16"
"DeepSeek-V4-Flash-DSpark","DeepSeek-V4-Flash-DSpark","deepseek-ai","https://www.deepseekai.com","N/A","text-generation","N/A","Open-Source (Permissive)","The DeepSeek-V4-Flash-DSpark by deepseek-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"e5-mistral-7b-instruct-bnb-4bit","e5-mistral-7b-instruct-bnb-4bit","gabor-hosu","https://www.gaborhosu.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The e5-mistral-7b-instruct-bnb-4bit by gabor-hosu is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
"distiluse-base-multilingual-cased-v1","distiluse-base-multilingual-cased-v1","sentence-transformers","https://www.sentencetransformers.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The distiluse-base-multilingual-cased-v1 by sentence-transformers is an advanced AI model. It features robust architecture and broad utility for developer applications.",72,"2026-09-16"
"bge-micro-v2","bge-micro-v2","TaylorAI","https://www.taylorai.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The bge-micro-v2 by TaylorAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"longformer-base-4096","longformer-base-4096","allenai","https://www.allenai.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The longformer-base-4096 by allenai is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"wav2vec2-xls-r-300m-bengali","wav2vec2-xls-r-300m-bengali","arijitx","https://www.arijitx.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-xls-r-300m-bengali by arijitx is an advanced AI model. It features robust architecture and broad utility for developer applications.",89,"2026-09-16"
"twitter-xlm-roberta-base-sentiment","twitter-xlm-roberta-base-sentiment","cardiffnlp","https://www.cardiffnlp.com","N/A","text-classification","N/A","Open-Source (Permissive)","The twitter-xlm-roberta-base-sentiment by cardiffnlp is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"text2vec-base-chinese","text2vec-base-chinese","shibing624","https://www.shibing.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The text2vec-base-chinese by shibing624 is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"GLM-5.2","GLM-5.2","zai-org","https://www.zaiorg.com","N/A","text-generation","N/A","Open-Source (Permissive)","The GLM-5.2 by zai-org is an advanced AI model. It features robust architecture and broad utility for developer applications.",87,"2026-09-16"
"llama-nemotron-rerank-1b-v2","llama-nemotron-rerank-1b-v2","nvidia","https://www.nvidia.com","https://icon.horse/icon/nvidia.com","text-ranking","N/A","Open-Weight (Restrictive Commercial)","The llama-nemotron-rerank-1b-v2 by nvidia is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"gte-large-en-v1.5","gte-large-en-v1.5","Alibaba-NLP","https://www.alibabanlp.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The gte-large-en-v1.5 by Alibaba-NLP is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"siglip2-so400m-patch14-384","siglip2-so400m-patch14-384","google","https://www.google.com","https://icon.horse/icon/google.com","zero-shot-image-classification","N/A","Open-Source (Permissive)","The siglip2-so400m-patch14-384 by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",89,"2026-09-16"
"camembert-base","camembert-base","almanach","https://www.almanach.com","https://icon.horse/icon/almanach.com","fill-mask","N/A","Open-Source (Permissive)","The camembert-base by almanach is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"Qwen3-TTS-12Hz-0.6B-CustomVoice","Qwen3-TTS-12Hz-0.6B-CustomVoice","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-to-speech","N/A","Open-Source (Permissive)","The Qwen3-TTS-12Hz-0.6B-CustomVoice by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"albert-base-v2","albert-base-v2","albert","https://www.albert.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The albert-base-v2 by albert is an advanced AI model. It features robust architecture and broad utility for developer applications.",62,"2026-09-16"
"Rax-4.5","Rax-4.5","raxcore-dev","https://www.raxcoredev.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The Rax-4.5 by raxcore-dev is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"BiRefNet","BiRefNet","ZhengPeng7","https://www.zhengpeng.com","N/A","image-segmentation","N/A","Open-Source (Permissive)","The BiRefNet by ZhengPeng7 is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"F5-TTS","F5-TTS","SWivid","https://www.swivid.com","N/A","text-to-speech","N/A","Open-Source (Permissive)","The F5-TTS by SWivid is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"bert-base-chinese","bert-base-chinese","google-bert","https://www.googlebert.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The bert-base-chinese by google-bert is an advanced AI model. It features robust architecture and broad utility for developer applications.",92,"2026-09-16"
"vit-base-nsfw-detector","vit-base-nsfw-detector","AdamCodd","https://www.adamcodd.com","N/A","image-classification","N/A","Open-Source (Permissive)","The vit-base-nsfw-detector by AdamCodd is an advanced AI model. It features robust architecture and broad utility for developer applications.",80,"2026-09-16"
"Llama-3.2-1B","Llama-3.2-1B","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","text-generation","N/A","Open-Weight (Restrictive Commercial)","The Llama-3.2-1B by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"w2v-xls-r-uk","w2v-xls-r-uk","Yehor","https://www.yehor.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The w2v-xls-r-uk by Yehor is an advanced AI model. It features robust architecture and broad utility for developer applications.",77,"2026-09-16"
"tiny-random-LlamaForCausalLM","tiny-random-LlamaForCausalLM","trl-internal-testing","https://www.trlinternaltesting.com","https://icon.horse/icon/trlinternaltesting.com","text-generation","N/A","Open-Weight (Restrictive Commercial)","The tiny-random-LlamaForCausalLM by trl-internal-testing is an advanced AI model. It features robust architecture and broad utility for developer applications.",92,"2026-09-16"
"Qwen3.6-35B-A3B-NVFP4","Qwen3.6-35B-A3B-NVFP4","RedHatAI","https://www.redhatai.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.6-35B-A3B-NVFP4 by RedHatAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"stable-diffusion-safety-checker","stable-diffusion-safety-checker","CompVis","https://www.compvis.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The stable-diffusion-safety-checker by CompVis is an advanced AI model. It features robust architecture and broad utility for developer applications.",72,"2026-09-16"
"siglip2-base-patch16-naflex","siglip2-base-patch16-naflex","google","https://www.google.com","https://icon.horse/icon/google.com","zero-shot-image-classification","N/A","Open-Source (Permissive)","The siglip2-base-patch16-naflex by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"pubmedbert-base-embeddings","pubmedbert-base-embeddings","NeuML","https://www.neuml.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The pubmedbert-base-embeddings by NeuML is an advanced AI model. It features robust architecture and broad utility for developer applications.",85,"2026-09-16"
"wavlm-base-plus","wavlm-base-plus","microsoft","https://www.microsoft.com","https://icon.horse/icon/microsoft.com","feature-extraction","N/A","Open-Source (Permissive)","The wavlm-base-plus by microsoft is an advanced AI model. It features robust architecture and broad utility for developer applications.",72,"2026-09-16"
"turn-detector","turn-detector","livekit","https://www.livekit.com","https://icon.horse/icon/livekit.com","text-classification","N/A","Open-Source (Permissive)","The turn-detector by livekit is an advanced AI model. It features robust architecture and broad utility for developer applications.",93,"2026-09-16"
"qwen3-4b-base-dapo-v4","qwen3-4b-base-dapo-v4","ReliquaryForge","https://www.reliquaryforge.com","N/A","text-generation","N/A","Open-Source (Permissive)","The qwen3-4b-base-dapo-v4 by ReliquaryForge is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"jina-embeddings-v2-small-en","jina-embeddings-v2-small-en","jinaai","https://www.jinaai.com","https://icon.horse/icon/jinaai.com","feature-extraction","N/A","Open-Source (Permissive)","The jina-embeddings-v2-small-en by jinaai is an advanced AI model. It features robust architecture and broad utility for developer applications.",89,"2026-09-16"
"embedding","embedding","pyannote","https://www.pyannote.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The embedding by pyannote is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"chronos-t5-small","chronos-t5-small","amazon","https://www.amazon.com","https://icon.horse/icon/amazon.com","time-series-forecasting","N/A","Open-Source (Permissive)","The chronos-t5-small by amazon is an advanced AI model. It features robust architecture and broad utility for developer applications.",68,"2026-09-16"
"repeat","repeat","unslothai","https://www.unslothai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The repeat by unslothai is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"wav2vec2-large-xlsr-korean","wav2vec2-large-xlsr-korean","kresnik","https://www.kresnik.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xlsr-korean by kresnik is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"gemma-4-26B-A4B-it-FP8-dynamic","gemma-4-26B-A4B-it-FP8-dynamic","RedHatAI","https://www.redhatai.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The gemma-4-26B-A4B-it-FP8-dynamic by RedHatAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",69,"2026-09-16"
"e5-base-v2","e5-base-v2","intfloat","https://www.intfloat.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The e5-base-v2 by intfloat is an advanced AI model. It features robust architecture and broad utility for developer applications.",93,"2026-09-16"
"DeepSeek-OCR-2","DeepSeek-OCR-2","deepseek-ai","https://www.deepseekai.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The DeepSeek-OCR-2 by deepseek-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
